Data,Preco
0.01,10
0.02,8.71051941279031
0.03,9.0268650109379
0.04,10.1341123312908
0.05,10.5290067980357
0.06,10.3635511264364
0.07,8.58917504286168
0.08,8.06161519852206
0.09,8.63709249686017
0.1,8.12249992750114
0.11,8.70135940199968
0.12,9.64283093041489
0.13,10.676767630132
0.14,9.31523474629292
0.15,11.6488338520133
0.16,12.0865464261648
0.17,11.6675229872628
0.18,12.4235549728868
0.19,14.3042517503094
0.2,12.0046812991907
0.21,11.3784823968612
0.22,8.72435425761563
0.23,9.17213493874053
0.24,9.70310219291756
0.25,9.72331963889129
0.26,9.12412214011472
0.27,7.24978319590345
0.28,8.17336024013453
0.29,9.99412267602295
0.3,9.40427968508493
0.31,9.96348367709109
0.32,8.40264262825282
0.33,9.17932716629477
0.34,8.95007943529116
0.35,8.39764559763001
0.36,7.95775283688788
0.37,7.97259068747729
0.38,8.76050586567437
0.39,7.69624149134398
0.4,7.75987786150733
0.41,8.16643051120672
0.42,7.43410518443351
0.43,9.74394934922183
0.44,8.94166399931612
0.45,8.48389428581941
0.46,7.80880747883303
0.47,10.0455260702045
0.48,10.5893260847631
0.49,9.53486886156685
0.5,10.7341266481134
0.51,10.7880000127796
0.52,10.8876534313352
0.53,10.3656455363157
0.54,9.5431004420956
0.55,9.97224645273108
0.56,9.43270993218927
0.57,11.3629235753265
0.58,9.82104775501812
0.59,11.3929949768694
0.6,11.0030771326978
0.61,11.1015474401793
0.62,11.7143957187729
0.63,10.7412672800139
0.64,11.4572622087097
0.65,8.45826591158661
0.66,8.04662319604735
0.67,7.51323574949681
0.68,6.75708258722569
0.69,7.1907112317016
0.7,8.13831895354297
0.71,9.21331516133369
0.72,9.61152888626735
0.73,9.02352964412034
0.74,9.58784015312144
0.75,9.794557817348
0.76,10.7717024218144
0.77,11.3942986403831
0.78,11.1459153262271
0.79,10.0194792548204
0.8,9.36263324802424
0.81,8.94031723878136
0.82,8.83698745710883
0.83,9.33764039327682
0.84,10.1852867047495
0.85,10.0971106707842
0.86,10.0938133245279
0.87,10.2183569646223
0.88,9.65878025856549
0.89,8.80163194920944
0.9,7.28586766205684
0.91,7.1335447715686
0.92,8.17998127052267
0.93,7.84107357837857
0.94,8.03505182527691
0.95,8.89447274763385
0.96,9.63626769452975
0.97,8.62948130345776
0.98,9.90064439921985
0.99,11.0478656087314
1,9.70844262976653
1.01,8.94291723417207
1.02,10.3454244704838
1.03,10.1294860551318
1.04,7.88381089665357
1.05,6.90736721259017
1.06,7.27652414489966
1.07,6.65817666563512
1.08,6.91311756187166
1.09,7.5628902631809
1.1,9.51256681457945
1.11,9.31959953543577
1.12,10.5282214279214
1.13,11.8513373043739
1.14,12.9153795128512
1.15,12.6170582036665
1.16,10.1303574150942
1.17,10.5651107974793
1.18,11.5004885257969
1.19,11.1193237152021
1.2,12.640042842237
1.21,12.971867835257
1.22,12.9457676453584
1.23,13.4429948274926
1.24,13.0877657132549
1.25,9.97740207120859
1.26,9.4827827054965
1.27,10.7833941916451
1.28,9.81912401321775
1.29,9.63182670533726
1.3,8.66062505036674
1.31,10.7124226354952
1.32,12.2514305658141
1.33,10.9172755575106
