Data,Preco
0.01,10
0.02,10.1396516742159
0.03,9.99519879408083
0.04,10.7318900044946
0.05,8.79308184387928
0.06,8.42065247296704
0.07,11.6706476732871
0.08,10.3935151717948
0.09,10.290453219578
0.1,8.34830224080903
0.11,11.8062707145654
0.12,12.455297662259
0.13,7.31082385260877
0.14,8.58046725684699
0.15,11.9162976936379
0.16,9.90757576644425
0.17,9.46022137560207
0.18,9.73394912249437
0.19,12.0120911475389
0.2,8.03905263772586
0.21,8.03401384044092
0.22,13.2662719214313
0.23,7.27183470381358
0.24,9.20018972636169
0.25,15.1544854437391
0.26,7.89059988935353
0.27,6.84124113838355
0.28,12.7876220334093
0.29,10.4506435116457
0.3,8.26275496448469
0.31,11.2604993929299
0.32,9.37298615647651
0.33,11.2447553412406
0.34,9.9989449198664
0.35,9.98046838172423
0.36,9.3822494574624
0.37,11.6069763792298
0.38,9.3101097270946
0.39,9.65831182240836
0.4,9.65167217535195
0.41,9.38224519247688
0.42,11.2060794050033
0.43,9.32400635180485
0.44,8.76052609359124
0.45,10.3821498000944
0.46,11.2515625155155
0.47,8.515891000982
0.48,9.87346205859756
0.49,10.9687621203991
0.5,7.6741928186316
0.51,9.11051991307121
0.52,12.176502241533
0.53,8.70840757023808
0.54,10.3966197812416
0.55,11.5434526714869
0.56,9.70947046186704
0.57,11.0389649534869
0.58,9.57174591839313
0.59,10.2396299946151
0.6,9.55273647506054
0.61,12.5322236785694
0.62,10.985879928115
0.63,7.99960626331866
0.64,10.7952551413769
0.65,12.1619062706852
0.66,8.29475427501719
0.67,8.89885502928059
0.68,12.4477096713563
0.69,9.51527139283718
0.7,8.95673295041291
0.71,9.97819934602327
0.72,8.91918840837722
0.73,10.7896285980765
0.74,11.1586346974296
0.75,8.72109874336324
0.76,11.3806993294195
0.77,9.37307476385677
0.78,8.430338565454
0.79,11.0937555517628
0.8,10.3123265094949
0.81,9.95755214553009
0.82,9.05886519747403
0.83,11.8641303507598
0.84,11.5995326686439
0.85,8.0426114282538
0.86,11.2686851048711
0.87,9.48359351998693
0.88,10.5722137182658
0.89,11.0710134374344
0.9,9.98460233051319
0.91,9.34952768341247
0.92,7.38022581874382
0.93,11.0584433369285
0.94,10.4167268226049
0.95,8.17831564848
0.96,10.7830490867441
0.97,10.2825226220187
0.98,8.56429722717914
0.99,9.48953766495139
1,10.4011398457316
1.01,11.2272066900133
1.02,8.4846876929269
1.03,9.5063934330953
1.04,10.699293052673
1.05,10.2855109276158
1.06,9.89391819311688
1.07,6.83707780762894
1.08,12.666745394143
1.09,12.0007486525949
1.1,6.34939189985508
1.11,9.65255661378069
1.12,11.9138331654183
1.13,8.49554542956581
1.14,9.8278542599127
1.15,9.0422203259453
1.16,9.46424967304299
1.17,12.3817401680862
1.18,8.20236014478307
1.19,10.7132041048596
1.2,11.0773200562905
1.21,7.22414979435072
1.22,11.3768622642666
1.23,10.8594116890634
1.24,8.2887097406586
1.25,10.5849552094046
1.26,11.2089300364693
1.27,9.75215367809718
1.28,10.5768179866178
1.29,10.2684347126111
1.3,8.14405776293737
1.31,10.2932648333134
1.32,13.9099812608495
1.33,8.59354152996892
1.34,10.7265277793174
1.35,11.8760452745592
1.36,8.86786276668576
