Data,Preco
0.01,10
0.02,9.16640171703359
0.03,9.73691060174702
0.04,9.83573329505584
0.05,10.7653158496321
0.06,9.66057824794985
0.07,9.22094194562245
0.08,10.7150183651187
0.09,11.9687690685335
0.1,10.5374841851548
0.11,6.34121734819269
0.12,11.2964653712325
0.13,11.1540199413424
0.14,10.2637792101776
0.15,8.25882924807023
0.16,10.3682985032086
0.17,10.9064489115546
0.18,9.44331298572056
0.19,8.69078721109837
0.2,10.1773433557772
0.21,11.1537900656209
0.22,10.4393804109681
0.23,9.87044739017265
0.24,8.8454420090175
0.25,10.7631029643031
0.26,11.3255069483222
0.27,10.5068028387942
0.28,8.58722037175684
0.29,9.6511736065766
0.3,11.0104840719763
0.31,9.11945817846573
0.32,9.77990151391519
0.33,10.9787671056456
0.34,10.6368393968855
0.35,8.91209182823994
0.36,9.98806180657766
0.37,9.57932790072231
0.38,11.3561543826213
0.39,9.50127990948843
0.4,9.32798480369795
0.41,9.73105406331607
0.42,10.674276255428
0.43,9.64515786788524
0.44,10.5385767234767
0.45,9.27862286734312
0.46,11.7724434811157
0.47,10.796384353127
0.48,7.93534909797535
0.49,9.91522171611915
0.5,10.3119693205682
0.51,10.3940951076656
0.52,11.6521096350234
0.53,8.50512897254583
0.54,9.95875772672423
0.55,10.7980211931093
0.56,9.22305380590923
0.57,9.0710618160809
0.58,9.40540595976217
0.59,10.2794676742089
0.6,7.7385677512887
0.61,11.7454555367191
0.62,12.4265383524398
0.63,8.79185114026973
0.64,7.03370034437305
0.65,10.5946474197758
0.66,11.5068387823554
0.67,9.05872724199424
0.68,10.1888567800745
0.69,10.6778597961994
0.7,8.76881334324026
0.71,10.858415783078
0.72,11.5651728476144
0.73,11.0973969742795
0.74,11.0340435141464
0.75,7.29647826987015
0.76,13.1165963932605
0.77,9.29599104728032
0.78,8.97098987707498
0.79,10.017344250668
0.8,10.3082761954159
0.81,10.6461035417078
0.82,8.16496762389207
0.83,10.1677909827995
0.84,12.0442647519436
0.85,9.55414469336054
0.86,9.07084819577368
0.87,10.3896417900367
0.88,11.7116739394909
0.89,7.62681396573362
0.9,10.5882559892614
0.91,10.176974910891
0.92,10.674471260016
0.93,10.3812271975152
0.94,8.13972702946453
0.95,9.41896722130911
0.96,9.31875933294684
0.97,10.8841902471915
0.98,11.5294947324913
0.99,8.85664756378723
1,7.96017838408021
1.01,10.608445632116
1.02,9.88914942448837
1.03,9.38110045312298
1.04,10.5214007761628
1.05,8.98110624394343
1.06,11.5568005362847
1.07,9.55325538419613
1.08,9.78244419249826
1.09,9.47573149111141
1.1,11.3442134238106
1.11,10.5126366042056
1.12,9.48191539907847
1.13,9.97856407432084
1.14,9.90442441178985
1.15,10.8100861967902
1.16,9.32299884932883
1.17,9.89291071470791
1.18,9.86106710496636
1.19,9.94730193964135
1.2,9.46343268359456
1.21,10.8231657562903
1.22,11.2420426486551
1.23,10.2708081201301
1.24,7.5335387122804
1.25,11.8631317637266
1.26,10.1218291410985
1.27,10.4085239014482
1.28,8.07117252707894
1.29,10.8125476530262
1.3,10.9013362795572
1.31,8.34872946565447
1.32,10.5680816045722
1.33,11.6921220143367
1.34,9.29895029814494
1.35,10.4681871313247
1.36,9.31999395626363
1.37,11.189095154862
1.38,7.40761123032984
1.39,13.2735174887259
1.4,10.9384947007373
1.41,8.31897216001021
1.42,6.99592107741835
1.43,12.4232866532953
1.44,9.81928961582352
1.45,10.2828683067012
1.46,9.40924313500145
1.47,9.25653843314711
1.48,11.7340046033595
1.49,10.6209520872376
1.5,9.92232915839524
1.51,8.98152003078493
1.52,8.89193758776164
1.53,12.1740597965013
1.54,9.71482813764262
1.55,7.89159487498061
1.56,11.7077211272979
1.57,12.6246587768081
1.58,8.46515185624573
1.59,10.6686615094764
1.6,9.62802934940248
1.61,10.0182717729483
1.62,9.31612344590834
1.63,12.1168458815086
1.64,8.56445040113361
1.65,10.4564872021397
1.66,9.22718397058734
1.67,10.2264287703947
1.68,11.1981300455639
1.69,9.19416728045692
1.7,9.18867144485501
1.71,11.5427165882476
1.72,11.6351692200021
1.73,9.22600666239265
1.74,8.13403872587945
1.75,10.2327004523263
1.76,11.3927391370922
1.77,10.231324731632
1.78,7.96774806085841
1.79,11.0432734153346
1.8,10.6906978928045
1.81,8.12587946141553
1.82,9.176405685015
1.83,10.7558616498697
1.84,10.7930162906489
1.85,11.3686913862517
1.86,8.77567117867655
1.87,8.63297117275252
1.88,11.0912659562243
1.89,10.4122280993118
1.9,10.010696147042
1.91,9.89137637143777
1.92,11.0922335335551
1.93,9.49049245587295
1.94,11.2818236309552
1.95,10.1359219601128
1.96,8.65930831420912
1.97,12.2859188801942
1.98,9.93408130060243
1.99,8.36256019192641
2,11.5968166228281
2.01,12.2882006383876
2.02,8.51976036661923
2.03,8.224822524151
2.04,10.6880773051443
2.05,12.0278954138073
2.06,10.5611335553799
2.07,8.79795238283155
2.08,9.55490871830514
2.09,12.217332559301
2.1,9.3263710631823
2.11,10.2153707838731
2.12,9.1214961480824
2.13,11.0105039883729
2.14,9.82213943862441
2.15,9.77817724577828
2.16,9.43603960112484
2.17,11.8310721077015
2.18,8.77864324905448
2.19,8.99738701785319
2.2,12.6226852644052
2.21,10.756615422118
2.22,6.06401262446355
2.23,9.89969158952493
2.24,10.2971111241501
2.25,10.5353337410093
2.26,6.45567515296125
2.27,11.1951281515598
2.28,10.1729555168783
2.29,10.6740805462369
2.3,7.45601389724812
2.31,10.8812743700545
2.32,10.4012059800088
2.33,11.7901797942523
2.34,9.92303362859242
2.35,9.58923852015921
2.36,9.20887486440283
2.37,12.6581863995264
2.38,7.75685119569161
2.39,8.43955398711357
2.4,10.9790546293286
2.41,13.598037923712
2.42,8.0353877588313
2.43,8.24861627141641
2.44,9.1733336833964
2.45,13.1959378771898
2.46,10.55176059713
2.47,8.92629870316244
2.48,8.29819846641747
2.49,10.5677105376688
2.5,9.87358391964518
2.51,10.4871748327701
2.52,8.52477068748183
2.53,9.31845968348967
2.54,10.6073470957474
2.55,10.2061861918556
2.56,9.26713624440598
2.57,10.466225921225
2.58,10.203178618152
2.59,9.62366460991551
2.6,10.0627830839725
2.61,9.121611203699
2.62,10.6573373277104
2.63,10.323853873181
2.64,8.29197932594616
2.65,11.3924568364045
2.66,9.31760873173066
2.67,10.2792396011199
2.68,10.8772439663751
