Data,Preco
0.01,10
0.02,10.7654021560134
0.03,11.6091942116198
0.04,11.6327798818295
0.05,9.40253289234634
0.06,9.37822176131304
0.07,8.06346182411409
0.08,7.74518909379914
0.09,10.1670729481161
0.1,10.1964263697595
0.11,11.730135105826
0.12,11.8859954868096
0.13,9.69803773955428
0.14,7.43005631585426
0.15,7.94010523967235
0.16,7.85082059973684
0.17,7.43520191106846
0.18,7.59783275661348
0.19,7.45798896226969
0.2,7.85470719724951
0.21,9.14198582777387
0.22,10.1166538876464
0.23,11.9563530252046
0.24,10.5838852519833
0.25,11.0733483253528
0.26,11.1110782878499
0.27,10.5469452567102
0.28,10.6020382304163
0.29,11.1418337775412
0.3,11.243945062907
0.31,9.80114361490989
0.32,10.3029850851514
0.33,9.58943968337194
0.34,9.90781024397458
0.35,9.03565574925548
0.36,9.24566023327879
0.37,10.0783796968638
0.38,9.58719648336501
0.39,11.5501001644794
0.4,11.9705776503295
0.41,11.2276197516193
0.42,11.4066286734481
0.43,10.9080211858026
0.44,10.7141215609086
0.45,8.73449796149177
0.46,8.79956224023804
0.47,7.63364328943582
0.48,8.99301565444065
0.49,9.91081183166039
0.5,9.51254141913202
0.51,11.4980024757317
0.52,10.9169027430316
0.53,9.49938694004455
0.54,9.88829127535207
0.55,9.30427689428478
0.56,7.30821684024427
0.57,7.87842404060894
0.58,8.25989968647863
0.59,8.3647129933144
0.6,7.93136702332785
0.61,9.94650392751756
0.62,9.89397657850804
0.63,9.65257487275391
0.64,11.066876612385
0.65,9.44988759592963
0.66,10.1275552605664
0.67,9.79872139122677
0.68,8.60179444136423
0.69,10.0361138757729
0.7,11.2245495462161
0.71,11.5177734969365
0.72,12.5202635519947
0.73,11.38287269106
0.74,8.93432525289965
0.75,10.665274947485
0.76,11.986422926353
0.77,12.7674641199019
0.78,12.6655187606213
0.79,10.614427824513
0.8,8.88386435984218
0.81,6.79150081115998
0.82,7.48838663211303
0.83,10.0492370226967
0.84,9.91838308901202
0.85,10.9415708660329
0.86,12.4797984534614
0.87,10.6249864342313
0.88,12.621856960798
0.89,14.0402769498675
0.9,12.0386632878281
0.91,11.5480538766849
0.92,11.4226650367351
0.93,9.77310775473647
0.94,8.60227578795309
0.95,10.7162303581506
0.96,11.3265218706982
0.97,10.9537109713786
0.98,10.2229602546586
0.99,8.69409265542092
1,8.70843549796103
1.01,8.20270748954277
1.02,8.62489623718401
1.03,10.5976001583599
1.04,10.9780844391907
1.05,12.1976940209384
1.06,10.9538442047184
1.07,10.0923511056516
1.08,10.8503215939894
1.09,10.2133958094653
1.1,12.0196111278147
1.11,12.1726311614979
